,郵遞區號,電腦局號,局名,電腦局名,局址,郵務電話,儲匯電話
,423790,014118-2,"東勢郵局
東勢郵局",臺中90支,臺中市東勢區中山路43號,(04)2587-2701,
,424791,014119-6,"和平谷關郵局
和平谷關郵局",臺中91支,臺中市和平區博愛里東關路一段106號,(04)2595-1124,
,426792,014120-8,"新社中興嶺郵局
新社中興嶺郵局",臺中92支,臺中市新社區中興嶺170-2號,(04)2581-2382,
,424794,014122-5,"和平梨山郵局
和平梨山郵局",臺中94支,臺中市和平區梨山里中正路89號,(04)2598-9334,
,426795,014123-9,"新社郵局
新社郵局",臺中95支,臺中市新社區中和街五段1號,(04)2581-1470,
,420796,014124-2,"豐原鐮村郵局
豐原鐮村郵局",臺中96支,臺中市豐原區鎌村路169號,(04)2536-2138,
,424797,014125-6,"和平郵局
和平郵局",臺中97支,臺中市和平區南勢里東關路三段160-9號,(04)2594-1524,
,427798,014126-0002510-5,"潭子郵局
潭子郵局",臺中98支,臺中市潭子區潭興路三段42號,(04)2532-4660,
,427799,014127-3,"潭子加工區郵局
潭子加工區郵局",臺中99支,臺中市潭子區南二路1-1號,(04)2532-4791,
,427700,014128-7,"潭子頭家厝郵局
潭子頭家厝郵局",臺中100支,臺中市潭子區中山路一段25號,(04)2532-2210,
,427701,014129-1,"潭子東寶郵局
潭子東寶郵局",臺中101支,臺中市潭子區昌平路三段116號,(04)2532-8047,
,427702,014130-2,"潭子栗林郵局
潭子栗林郵局",臺中102支,臺中市潭子區中山路三段334號,(04)2532-3820,
,427703,014131-6,"潭子潭北郵局
潭子潭北郵局",臺中103支,臺中市潭子區潭子街三段55號,(04)2538-3324,
,437704,014132-0002503-1,"大甲郵局
大甲郵局",臺中104支,臺中市大甲區新政路1號,(04)2687-2632,
,439705,014133-3,"大安郵局
大安郵局",臺中105支,臺中市大安區中山南路343號,(04)2671-3192,
,437706,014134-7,"大甲廟口郵局
大甲廟口郵局",臺中106支,臺中市大甲區順天路159號,(04)2687-3624,
,438707,014135-1,"外埔郵局
外埔郵局",臺中107支,臺中市外埔區甲后路三段923號,(04)2683-2341,
,437708,014136-4,"大甲日南郵局
大甲日南郵局",臺中108支,臺中市大甲區中山路二段233號,(04)2681-4259,
,437709,014137-8,"大甲幼獅郵局
大甲幼獅郵局",臺中109支,臺中市大甲區幼獅路45號,(04)2681-4009,
,437710,014138-1,"大甲庄美郵局
大甲庄美郵局",臺中110支,臺中市大甲區經國路768號,(04)2686-8931,
,435711,014139-5002504-5,"臺中港郵局
臺中港郵局",臺中111支,臺中市梧棲區四維路129號,(04)2657-3645,
,433712,014140-7,"沙鹿郵局
沙鹿郵局",臺中112支,臺中市沙鹿區中山路341號,(04)2662-6687,(04)2662-6659
,436713,014141-1,"清水郵局
清水郵局",臺中113支,臺中市清水區中山路124號,(04)2622-7353,(04)2622-2166
,435714,014142-4,"梧棲郵局
梧棲郵局",臺中114支,臺中市梧棲區梧棲路173號,(04)2656-5530,
,434715,014143-8,"龍井郵局
龍井郵局",臺中115支,臺中市龍井區龍新路163號,(04)2635-2294,
,433716,014144-1,"沙鹿鹿寮郵局
沙鹿鹿寮郵局",臺中116支,臺中市沙鹿區中山路584-1號,(04)2662-4294,
,434717,014145-5,"龍井新庄郵局
龍井新庄郵局",臺中117支,臺中市龍井區遊園南路171號,(04)2631-2272,
,434718,014146-9,"龍井茄投郵局
龍井茄投郵局",臺中118支,臺中市龍井區舊車路101之2號,(04)2639-5049,
,433719,014147-2,"靜宜大學郵局
靜宜大學郵局",臺中119支,臺中市沙鹿區臺灣大道七段200號(靜宜大學內),(04)2631-9704,
,436720,014148-6,"清水南社郵局
清水南社郵局",臺中120支,臺中市清水區忠貞路39號,(04)2626-3040,
,436721,014149-0,"清水田寮郵局
清水田寮郵局",臺中121支,臺中市清水區高美路162-14號,(04)2626-4073,
,435723,014151-5,"梧棲大庄郵局
梧棲大庄郵局",臺中123支,臺中市梧棲區中央路一段921-2號,(04)2656-1193,
,432724,014152-9,"大肚郵局
大肚郵局",臺中124支,臺中市大肚區沙田路二段666號,(04)2699-7555,
,432725,014153-2,"大肚追分郵局
大肚追分郵局",臺中125支,臺中市大肚區沙田路一段564-5號,(04)2693-1955,
,432726,014154-6,"大肚蔗廍郵局
大肚蔗廍郵局",臺中126支,臺中市大肚區遊園路二段65、67號,(04)2691-2475,
,434727,014155-0,"龍井龍津郵局
龍井龍津郵局",臺中127支,臺中市龍井區中央路一段246、248號,(04)2630-0493,
,730025,019100-1003502-4,"新營郵局
新營郵局",臺南65支,臺南市新營區中山路126號,(06)632-3613,(06)632-1645
,730008,019101-4,"新營新進路郵局
新營新進路郵局",臺南66支,臺南市新營區新進路316號,(06)632-4501,
,730007,019102-8,"新營民治路郵局
新營民治路郵局",臺南67支,臺南市新營區民治路27-13號,(06)635-0346,(06)632-4502
,736005,019103-1,"柳營郵局
柳營郵局",臺南68支,臺南市柳營區柳營路一段745號,(06)622-0503,
,730009,019104-5,"新營民生郵局
新營民生郵局",臺南69支,臺南市新營區三民路180-3號,(06)633-1565,
,731022,019105-9,"後壁郵局
後壁郵局",臺南70支,臺南市後壁區後壁里後壁1號之15,(06)687-2140,
,731024,019106-2,"後壁菁寮郵局
後壁菁寮郵局",臺南71支,臺南市後壁區菁寮里菁寮79號之1,(06)662-1414,
,737007,019107-6,"鹽水郵局
鹽水郵局",臺南72支,臺南市鹽水區中山路6號,(06)652-1170,
,730022,019108-0,"新營太子宮郵局
新營太子宮郵局",臺南73支,臺南市新營區太北里太子宮9之5號,(06)652-6215,
,731027,019109-3,"後壁安溪寮郵局
後壁安溪寮郵局",臺南74支,臺南市後壁區福安里下寮102-16號,(06)635-4063,
,737008,019110-5,"鹽水茄苳腳郵局
鹽水茄苳腳郵局",臺南75支,臺南市鹽水區忠孝路54號,(06)653-0445,
,735001,019111-9,"下營郵局
下營郵局",臺南76支,臺南市下營區慈惠街129號,(06)689-2042,
,734043,019112-2,"六甲郵局
六甲郵局",臺南77支,臺南市六甲區民生街2號,(06)698-2012,
,732002,019113-6,"白河郵局
白河郵局",臺南78支,臺南市白河區三民路410號,(06)685-2061,
,733014,019114-0,"東山郵局
東山郵局",臺南79支,臺南市東山區東中里新東路1段18號,(06)680-2343,
,732009,019115-3,"白河內角郵局
白河內角郵局",臺南80支,臺南市白河區內角里內角24之1號,(06)681-7214,
,732010,019116-7,"白河仙草埔郵局
白河仙草埔郵局",臺南81支,臺南市白河區仙草里仙草63-1號,(06)685-4354,
,733015,019117-1,"東山東原郵局
東山東原郵局",臺南82支,臺南市東山區東原里前大埔170號,(06)686-2557,
,736004,019118-4,"柳營重溪郵局
柳營重溪郵局",臺南83支,臺南市柳營區重溪里小脚腿12號之4,(06)623-4187,
,735003,019119-8,"下營中營郵局
下營中營郵局",臺南84支,臺南市下營區茅營里中營893號,(06)679-2647,
,712001,019120-0003506-9,"新化郵局
新化郵局",臺南85支,臺南市新化區中正路312號,(06)590-2061,
,743001,019121-3,"山上郵局
山上郵局",臺南86支,臺南市山上區山上里山上250號,(06)578-1024,
,713001,019122-7,"左鎮郵局
左鎮郵局",臺南87支,臺南市左鎮區中正里中正15之3號,(06)573-1035,
,712003,019123-1,"新化中山路郵局
新化中山路郵局",臺南88支,臺南市新化區中山路320號,(06)590-7892,
,714005,019124-4,"玉井郵局
玉井郵局",臺南89支,臺南市玉井區中正路19號,(06)574-2057,
,715002,019125-8,"楠西郵局
楠西郵局",臺南90支,臺南市楠西區東勢路117號,(06)575-1043,
,715004,019126-1,"曾文水庫郵局
曾文水庫郵局",臺南91支,臺南市楠西區密枝里密枝70號(曾文水庫管理局內),(06)575-1965,
,716002,019127-5,"南化郵局
南化郵局",臺南92支,臺南市南化區南化里南化115之11號,(06)577-1161,
,722001,019128-9003507-2,"佳里郵局
佳里郵局",臺南93支,臺南市佳里區延平路375號,(06)721-1837,
,725036,019129-2,"將軍郵局
將軍郵局",臺南94支,臺南市將軍區西甲里西華１之１號,(06)794-2049,
,723023,019130-4,"西港郵局
西港郵局",臺南95支,臺南市西港區中山路351號,(06)795-2186,
,724032,019131-8,"七股郵局
七股郵局",臺南96支,臺南市七股區大埕里大埕296號,(06)787-2241,
,722013,019132-1,"佳里佳里興郵局
佳里佳里興郵局",臺南97支,臺南市佳里區佳興里佳里興492之8號,(06)726-0438,
,722002,019133-5,"佳里中山路郵局
佳里中山路郵局",臺南98支,臺南市佳里區中山路141號,(06)722-1800,
,727008,019134-9,"北門郵局
北門郵局",臺南99支,臺南市北門區北門里舊埕91號,(06)786-2031,
,726001,019135-2,"學甲郵局
學甲郵局",臺南100支,臺南市學甲區中正路318號,(06)783-3378,
,721001,019136-6003508-6,"麻豆郵局
麻豆郵局",臺南101支,臺南市麻豆區新生北路1號1樓,(06)572-2144,
,721012,019137-0,"麻豆總爺郵局
麻豆總爺郵局",臺南102支,臺南市麻豆區南勢里南勢106號,(06)572-4309,
,721001,019138-3,"麻豆新生郵局
麻豆新生郵局",臺南103支,臺南市麻豆區新生北路1號,(06)571-1943,
,741005,019139-7003509-0,"善化郵局
善化郵局",臺南104支,臺南市善化區中正路332號,(06)583-2496,
,742002,019140-9,"大內郵局
大內郵局",臺南105支,臺南市大內區大內里內庄7號之2,(06)576-1080,
,741012,019141-2,"善化成功郵局
善化成功郵局",臺南106支,臺南市善化區成功路41號,(06)585-0747,
,744008,019142-6,"新市大營郵局
新市大營郵局",臺南107支,臺南市新市區大營里大營131之18號、131之19號,(06)589-8310,
,741011,019143-0,"善化溪美郵局
善化溪美郵局",臺南108支,臺南市善化區溪美里溪尾204號,(06)581-7018,
,745001,019144-3,"安定郵局
安定郵局",臺南109支,臺南市安定區安加里安定449號,(06)592-2086,
,744001,019146-1003510-1,"新市郵局
新市郵局",臺南110支,臺南市新市區仁愛街217號,(06)599-3205,
,720001,019147-4,"官田隆田郵局
官田隆田郵局",臺南111支,臺南市官田區勝利路2號,(06)579-1112,
,720008,019149-1,"官田工業區郵局
官田工業區郵局",臺南112支,臺南市官田區二鎮里工業路23號(官田工業區服務中心旁),(06)698-6810,
,744094,019150-3,"新市南科園區郵局
新市南科園區郵局",臺南113支,臺南市新市區南科六路6號,(06)505-2678,
,741002,019151-7,"善化中山路郵局
善化中山路郵局",臺南114支,臺南市善化區中山路371號,(06)581-0779,
,880001,024100-6024500-8,"馬公中正路郵局
馬公中正路郵局",澎湖901支,澎湖縣馬公市中正路70號,(06)927-8738,(06)927-2493
,880009,024101-0,"馬公東文郵局
馬公東文郵局",澎湖1支,澎湖縣馬公市東文里新店路465號1樓,(06)921-5092,
,881002,024102-3,"西嶼郵局
西嶼郵局",澎湖2支,澎湖縣西嶼鄉池東村5鄰小池角212之1號,(06)998-1163,
,882001,024103-7,"望安郵局
望安郵局",澎湖3支,澎湖縣望安鄉東安村1鄰望安4之3號,(06)999-1062,
,883001,024104-1,"七美郵局
七美郵局",澎湖4支,澎湖縣七美鄉海豐村10鄰東崎頭19號,(06)997-1105,
,884002,024105-4,"白沙郵局
白沙郵局",澎湖5支,澎湖縣白沙鄉大赤崁356號,(06)993-1207,
,880008,024106-80245011,"馬公中華路郵局
馬公中華路郵局",澎湖6支,澎湖縣馬公市中華路84號,(06)927-3429,
,885001,024107-1,"湖西郵局
湖西郵局",澎湖7支,澎湖縣湖西鄉湖西村6鄰湖西77之11號,(06)992-1210,
,880025,024108-5,"馬公鎖港郵局
馬公鎖港郵局",澎湖8支,澎湖縣馬公市鎖港里鎖管港1483號,(06)995-1875,
,885001,024109-9,"湖西隘門郵局
湖西隘門郵局",澎湖9支,澎湖縣湖西鄉隘門村1鄰隘門27之1號,(06)921-0050,
,950004,026100-9026500-1,"臺東大同路郵局
臺東大同路郵局",臺東901支,臺東縣臺東市大同路126號,(089)31-1654,(089)32-2030
,952001,026101-2,"蘭嶼郵局
蘭嶼郵局",臺東1支,臺東縣蘭嶼鄉紅頭村紅頭37號,(089)73-1570,
,950237,026102-6,"臺東新生郵局
臺東新生郵局",臺東2支,臺東縣臺東市新生路706號,(089)22-7414,
,951001,026103-0,"綠島郵局
綠島郵局",臺東3支,臺東縣綠島鄉南寮村南寮186號,(089)67-2559,
,950214,026104-3,"臺東中山路郵局
臺東中山路郵局",臺東4支,臺東縣臺東市中山路382號,(089)32-4632,(089)32-5227
,950215,026105-7,"臺東博愛路郵局
臺東博愛路郵局",臺東5支,臺東縣臺東市博愛路135號,(089)32-7404,
,950251,026106-1,"臺東卑南郵局
臺東卑南郵局",臺東6支,臺東縣臺東市更生路1308號,(089)22-3452,
,959001,026107-4,"東河都蘭郵局
東河都蘭郵局",臺東7支,臺東縣東河鄉都蘭村都蘭201號,(089)53-1304,
,953004,026108-8,"延平郵局
延平郵局",臺東8支,臺東縣延平鄉桃源村昇平路30號,(089)56-1207,
,950101,026109-1,"臺東知本郵局
臺東知本郵局",臺東9支,臺東縣臺東市青海路四段370號,(089)51-2543,
,955002,026110-3,"鹿野郵局
鹿野郵局",臺東10支,臺東縣鹿野鄉中華路一段427號,(089)55-1341,
,950261,026111-7,"臺東豐田郵局
臺東豐田郵局",臺東11支,臺東縣臺東市中興路四段615號,(089)38-2520,
,954002,026112-1,"卑南初鹿郵局
卑南初鹿郵局",臺東12支,臺東縣卑南鄉明峰村文泰路12號,(089)57-1326,
,963004,026113-4,"太麻里郵局
太麻里郵局",臺東13支,臺東縣太麻里鄉泰和村太麻里街191號,(089)78-1319,
,963005,026114-8,"金峰金崙郵局
金峰金崙郵局",臺東14支,臺東縣太麻里鄉金崙村金崙323號,(089)77-1056,
,950234,026116-5,"臺東馬蘭郵局
臺東馬蘭郵局",臺東16支,臺東縣臺東市鄭州街3號1樓,(089)33-4708,
,950239,026117-9,"臺東豐榮郵局
臺東豐榮郵局",臺東17支,臺東縣臺東市中華路二段168號,(089)33-7500,
,956001,026118-2,"關山郵局
關山郵局",臺東18支,臺東縣關山鎮中正路25號,(089)81-1116,
,957005,026119-6,"海端郵局
海端郵局",臺東19支,臺東縣海端鄉海端村山界27號,(089)93-1174,
,958004,026120-8,"池上郵局
池上郵局",臺東20支,臺東縣池上鄉中山路201號,(089)86-2071,
,961006,026121-1,"成功郵局
成功郵局",臺東21支,臺東縣成功鎮中華路77號,(089)85-3620,(089)85-1039
,962001,026122-5,"長濱郵局
長濱郵局",臺東22支,臺東縣長濱鄉長濱村中興路16號,(089)83-1011,
,959101,026123-9,"東河泰源郵局
東河泰源郵局",臺東23支,臺東縣東河鄉泰源村本部落246號,(089)89-1421,
,965004,026124-2,"大武郵局
大武郵局",臺東24支,臺東縣大武鄉大武村大武街60號,(089)79-1031,
,966002,026125-6,"達仁郵局
達仁郵局",臺東25支,臺東縣達仁鄉安朔村復興路130號,(089)70-2168,
,955003,026126-0,"鹿野瑞源郵局
鹿野瑞源郵局",臺東26支,臺東縣鹿野鄉瑞源村瑞景路1段388號,(089)58-0152,
,950260,026127-3,"臺東東方大鎮郵局
臺東東方大鎮郵局",臺東27支,臺東縣臺東市中興路2段436號,(089)23-8763,
,320003,028100-1012503-9,"中壢郵局
中壢郵局",桃園44支,桃園市中壢區中美路51號,(03)422-0552,
,320042,028101-5,"中壢普仁郵局
中壢普仁郵局",桃園45支,桃園市中壢區中山東路2段24號,(03)456-1574,
,320027,028102-9012508-7,"中壢內壢郵局
中壢內壢郵局",桃園46支,桃園市中壢區忠勤街25號,(03)455-3541,
,320316,028103-2,"中壢龍東路郵局
中壢龍東路郵局",桃園47支,桃園市中壢區龍東路750號,(03)465-6847,
,320054,028104-6,"中壢龍岡郵局
中壢龍岡郵局",桃園48支,桃園市中壢區龍岡路3段756號,(03)450-3861,
,328010,028105-0,"觀音新坡郵局
觀音新坡郵局",桃園49支,桃園市觀音區大同里新華路2段596號,(03)498-1184,
,324006,028106-3,"平鎮廣明郵局
平鎮廣明郵局",桃園50支,桃園市平鎮區廣明路71.73號1樓,(03)493-7484,
,320031,028107-7,"中壢自立郵局
中壢自立郵局",桃園51支,桃園市中壢區莊敬路856號1樓,(03)463-0701,
,324005,028108-1012509-1,"平鎮郵局
平鎮郵局",桃園52支,桃園市平鎮區延平路2段221號,(03)402-4420,(03)402-4420-13
,320317,028109-4,"中央大學郵局
中央大學郵局",桃園53支,桃園市中壢區中大路300號(國立中央大學內),(03)490-2528,
,328003,028110-6,"觀音郵局
觀音郵局",桃園54支,桃園市觀音區中山路40號,(03)473-2431,
,320028,028111-0,"中壢忠義郵局
中壢忠義郵局",桃園55支,桃園市中壢區中華路1段905、907號,(03)452-2933,
,320314,028112-3,"中原大學郵局
中原大學郵局",桃園56支,桃園市中壢區中北路200號(私立中原大學內),(03)265-7005,
,320007,028113-7,"中壢興國郵局
中壢興國郵局",桃園57支,桃園市中壢區元化路2段126號,(03)422-6254,
,324032,028114-1,"平鎮山仔頂郵局
平鎮山仔頂郵局",桃園58支,桃園市平鎮區中豐路山頂段296號,(03)469-7072,
,320037,028115-4,"中壢華勛郵局
中壢華勛郵局",桃園59支,桃園市中壢區興仁路3段19號,(03)465-4385,
,320060,028116-8,"中壢東興郵局
中壢東興郵局",桃園60支,桃園市中壢區龍岡路1段229號,(03)458-3018,
,324030,028117-1,"平鎮北勢郵局
平鎮北勢郵局",桃園61支,桃園市平鎮區金陵路2段59號,(03)468-2301,
,320052,028118-5,"中壢仁美郵局
中壢仁美郵局",桃園62支,桃園市中壢區龍文街29號,(03)465-7400,
,320023,028119-9,"中壢南園郵局
中壢南園郵局",桃園63支,桃園市中壢區南園二路4號,(03)452-7682,
,320070,028120-1,"中壢頂壢郵局
中壢頂壢郵局",桃園64支,桃園市中壢區榮民路53、55號,(03)455-7254,
,320006,028121-4,"中壢志廣郵局
中壢志廣郵局",桃園65支,桃園市中壢區中央西路2段271、273號,(03)492-0875,
,324030,028122-8,"平鎮金陵郵局
平鎮金陵郵局",桃園66支,桃園市平鎮區金陵路3段235-1、235-2號,(03)457-5041,
,327004,028123-1,"新屋永安郵局
新屋永安郵局",桃園67支,桃園市新屋區中山西路3段222、224號,(03)486-4908,
,328454,028124-5,"觀音工業區郵局
觀音工業區郵局",桃園68支,桃園市觀音區工業五路3號(觀音工業區管理中心內),(03)483-7399,
,327008,028125-9012510-2,"新屋郵局
新屋郵局",桃園69支,桃園市新屋區中山路279號,(03)477-2624,
,320029,028126-2,"中壢環北郵局
中壢環北郵局",桃園70支,桃園市中壢區環北路413號,(03)462-8063,
,324010,028127-6,"平鎮高雙郵局
平鎮高雙郵局",桃園71支,桃園市平鎮區高雙路181號,(03)492-4883,
,320012,028128-0,"中壢大崙郵局
中壢大崙郵局",桃園72支,桃園市中壢區中正路4段85、87號,(03)282-0230,
,324016,028129-3,"平鎮南勢郵局
平鎮南勢郵局",桃園73支,桃園市平鎮區興安路120號,(03)439-5517,
,325012,028130-5012511-6,"龍潭郵局
龍潭郵局",桃園74支,桃園市龍潭區中正路151號,(03)479-2025-13,(03)479-2025-11
,325007,028131-9,"龍潭大平郵局
龍潭大平郵局",桃園75支,桃園市龍潭區龍源路大平段270號,(03)471-2857,
,325006,028132-2,"龍潭石門水庫郵局
龍潭石門水庫郵局",桃園76支,桃園市龍潭區佳安路3號,(03)471-2509,
,325018,028133-6,"桃園客家文化館郵局
桃園客家文化館郵局",桃園77支,桃園市龍潭區中正路三林段500號,(03)470-5904,
,325015,028134-0,"龍潭中興郵局
龍潭中興郵局",桃園78支,桃園市龍潭區中興路280號,(03)479-2837,
,325025,028136-7,"龍潭烏林郵局
龍潭烏林郵局",桃園80支,桃園市龍潭區中豐路508號,(03)479-8278,
,325207,028137-1,"龍潭國原院郵局
龍潭國原院郵局",桃園81支,桃園市龍潭區文化路1000號(國家原子能科技研究院內),(03)471-1537,
,325027,028138-4,"龍潭南龍郵局
龍潭南龍郵局",桃園82支,桃園市龍潭區南龍路70號,(03)470-4059,
,325021,028139-8,"龍潭高原郵局
龍潭高原郵局",桃園83支,桃園市龍潭區中原路1段573號,(03)411-6720,
,326102,028140-0012512-0,"楊梅郵局
楊梅郵局",桃園84支,桃園市楊梅區大平街7號,(03)475-5281,(03)478-2144
,326021,028141-3,"楊梅大同郵局
楊梅大同郵局",桃園85支,桃園市楊梅區新農街610號,(03)475-8624,
,326019,028142-7,"楊梅富岡郵局
楊梅富岡郵局",桃園86支,桃園市楊梅區富岡里中華街48號,(03)472-1475,
,326010,028143-1,"楊梅埔心里郵局
楊梅埔心里郵局",桃園87支,桃園市楊梅區中興路25號,(03)482-2708,
,326013,028144-4,"楊梅幼工郵局
楊梅幼工郵局",桃園88支,桃園市楊梅區獅二路2號(幼獅工業區管理中心內),(03)464-1924,
,328007,028145-8,"觀音草漯郵局
觀音草漯郵局",桃園89支,桃園市觀音區大觀路2段32之1號,(03)483-1280,
,326017,028146-1,"楊梅高榮郵局
楊梅高榮郵局",桃園90支,桃園市楊梅區電研路240號,(03)490-2826,
,326103,028147-5,"楊梅光華郵局
楊梅光華郵局",桃園91支,桃園市楊梅區金德路51號,(03)478-9853,
,326020,028148-9,"楊梅秀才郵局
楊梅秀才郵局",桃園92支,桃園市楊梅區秀才路205號,(03)475-8734,
,326104,028149-2,"楊梅瑞塘郵局
楊梅瑞塘郵局",桃園93支,桃園市楊梅區萬大路116巷46、48、50號1樓,(03)482-9957,
,360009,029100-8029500-0,"苗栗中苗郵局
苗栗中苗郵局",苗栗901支,苗栗縣苗栗市中正路532號,(037)33-4678,(037)32-6304
,362001,029102-5,"頭屋郵局
頭屋郵局",苗栗2支,苗栗縣頭屋鄉尖豐路17號,(037)25-1050,
,360003,029103-9,"苗栗北苗郵局
苗栗北苗郵局",苗栗3支,苗栗縣苗栗市中正路138號,(037)26-4412,
,360012,029104-2,"苗栗南苗郵局
苗栗南苗郵局",苗栗4支,苗栗縣苗栗市中正路961號,(037)32-6064,
,368001,029105-6,"西湖郵局
西湖郵局",苗栗5支,苗栗縣西湖鄉金獅村2鄰金獅11之6號,(037)92-1004,
,360008,029106-0,"苗栗文山郵局
苗栗文山郵局",苗栗6支,苗栗縣苗栗市至公路448號,(037)33-6304,
,360013,029107-3,"苗栗福星郵局
苗栗福星郵局",苗栗7支,苗栗縣苗栗市中華路629號,(037)27-0161,
,360001,029108-7,"苗栗嘉盛郵局
苗栗嘉盛郵局",苗栗8支,苗栗縣苗栗市國華路158號,(037)26-1276,
,363011,029109-1,"公館郵局
公館郵局",苗栗9支,苗栗縣公館鄉大同路115號,(037)22-2933,
,363003,029110-2,"公館鶴岡郵局
公館鶴岡郵局",苗栗10支,苗栗縣公館鄉鶴山村7鄰鶴山239號,(037)22-7796,
,366006,029111-6,"銅鑼郵局
銅鑼郵局",苗栗11支,苗栗縣銅鑼鄉中正路153號,(037)98-1133,
,360006,029112-0,"苗栗府前郵局
苗栗府前郵局",苗栗12支,苗栗縣苗栗市忠孝路119號,(037)32-5631,
,356011,029113-3029503-1,"後龍郵局
後龍郵局",苗栗13支,苗栗縣後龍鎮中華路161號,(037)72-2056,
,357006,029114-7029504-4,"通霄郵局
通霄郵局",苗栗14支,苗栗縣通霄鎮通西里中正路74號,(037)75-2264,
,357001,029115-1,"通霄白沙屯郵局
通霄白沙屯郵局",苗栗15支,苗栗縣通霄鎮白東里20鄰白東142號,(037)79-2976,
,364020,029116-4,"大湖郵局
大湖郵局",苗栗16支,苗栗縣大湖鄉中正路42號,(037)99-1047,
,354009,029117-8,"獅潭郵局
獅潭郵局",苗栗17支,苗栗縣獅潭鄉新店村7鄰新店58之2號,(037)93-1316,
,365008,029118-1,"泰安郵局
泰安郵局",苗栗18支,苗栗縣泰安鄉清安村洗水坑23號,(037)94-1035,
,367005,029119-5,"三義郵局
三義郵局",苗栗19支,苗栗縣三義鄉中正路101號,(037)87-2142,
,358011,029120-7029505-8,"苑裡郵局
苑裡郵局",苗栗20支,苗栗縣苑裡鎮忠勇街15號,(037)86-1075,
,358006,029121-1,"苑裡山腳郵局
苑裡山腳郵局",苗栗21支,苗栗縣苑裡鎮舊社里6鄰舊社63號,(037)74-1514,
,358008,029122-4,"苑裡社苓郵局
苑裡社苓郵局",苗栗22支,苗栗縣苑裡鎮社苓里8鄰社苓90之5號,(037)74-1142,
,350001,029123-8029501-3,"竹南郵局
竹南郵局",苗栗23支,苗栗縣竹南鎮民族街86號,(037)47-2634,
,361029,029124-1,"造橋郵局
造橋郵局",苗栗24支,苗栗縣造橋鄉造橋村平仁路32號,(037)56-2644,
,350002,029125-5,"竹南中港郵局
竹南中港郵局",苗栗25支,苗栗縣竹南鎮中正路244號,(037)46-3654,
,350401,029126-9,"竹南科學園郵局
竹南科學園郵局",苗栗26支,苗栗縣竹南鎮科研路36號1樓101室,(037)67-1644,
,361031,029127-2,"造橋大西郵局
造橋大西郵局",苗栗27支,苗栗縣造橋鄉大西村大西一街98號,(037)54-2644,
,350001,029128-6,"竹南照南郵局
竹南照南郵局",苗栗28支,苗栗縣竹南鎮光復路352號,(037)47-9634,
,351028,029129-0029502-7,"頭份郵局
頭份郵局",苗栗29支,苗栗縣頭份市和平路102號,(037)66-3114,
,351007,029130-1,"頭份斗煥郵局
頭份斗煥郵局",苗栗30支,苗栗縣頭份市中正二路157號,(037)66-8114,
,352020,029131-5,"三灣郵局
三灣郵局",苗栗31支,苗栗縣三灣鄉中正路310號,(037)83-1004,
,351010,029132-9,"頭份田寮郵局
頭份田寮郵局",苗栗32支,苗栗縣頭份市民族路738號,(037)61-2776,
,351006,029133-2,"頭份上公園郵局
頭份上公園郵局",苗栗33支,苗栗縣頭份市中正路221-1號,(037)66-1124,
,353005,029134-6,"南庄郵局
南庄郵局",苗栗34支,苗栗縣南庄鄉中正路202號,(037)82-2067,
,351015,029135-0,"頭份尖山郵局
頭份尖山郵局",苗栗35支,苗栗縣頭份市中華路87號,(037)62-1644,
,351004,029136-3,"頭份蟠桃郵局
頭份蟠桃郵局",苗栗36支,苗栗縣頭份市建國路150號,(037)68-9056,
,369001,029137-7,"卓蘭郵局
卓蘭郵局",苗栗37支,苗栗縣卓蘭鎮中山路133號,(04)2589-2075,
,640010,030100-8030500-0,"斗六西平路郵局
斗六西平路郵局",雲林901支,雲林縣斗六市西平路1號,(05)532-2245,(05)535-1402
,647008,030101-1,"莿桐郵局
莿桐郵局",雲林1支,雲林縣莿桐鄉中山路71號,(05)584-2419,
,640109,030102-5,"斗六大崙郵局
斗六大崙郵局",雲林2支,雲林縣斗六市仁義路89號,(05)522-2884,
,640153,030103-9,"斗六石榴郵局
斗六石榴郵局",雲林3支,雲林縣斗六市榴中里工業路77號,(05)557-3894,
,640008,030104-2,"斗六鎮北郵局
斗六鎮北郵局",雲林4支,雲林縣斗六市慶生路37號,(05)532-5702,
,640005,030105-6,"斗六永安郵局
斗六永安郵局",雲林5支,雲林縣斗六市永安路8號,(05)532-1272,
,647005,030106-0,"莿桐饒平郵局
莿桐饒平郵局",雲林6支,雲林縣莿桐鄉永基路23之7號,(05)571-1045,
,643002,030107-3,"林內郵局
林內郵局",雲林7支,雲林縣林內鄉中正路332號,(05)589-2054,
,646005,030108-7,"古坑郵局
古坑郵局",雲林8支,雲林縣古坑鄉中山路123號,(05)582-1027,
,646003,030109-1,"古坑東和郵局
古坑東和郵局",雲林9支,雲林縣古坑鄉文化路96號,(05)526-1446,
,646009,030110-2,"古坑草嶺郵局
古坑草嶺郵局",雲林10支,雲林縣古坑鄉草嶺村7鄰草嶺37之29號,(05)583-1287,
,630042,030111-6030502-7,"斗南郵局
斗南郵局",雲林11支,雲林縣斗南鎮中山路77號,(05)597-2209,
,631046,030112-0,"大埤郵局
大埤郵局",雲林12支,雲林縣大埤鄉中山路6號,(05)591-2209,
,630048,030113-3,"斗南石龜郵局
斗南石龜郵局",雲林13支,雲林縣斗南鎮中和路54號,(05)597-2464,
